Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
4	Node0	258	appFace://	InSatisfiedInterests	99.9995	0	50	0
4	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
4	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
4	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
4	Node0	-1	all	SatisfiedInterests	99.9995	0	50	0
4	Node0	-1	all	TimedOutInterests	0	0	0	0
4	Node1	256	netDeviceFace://	InInterests	99.9997	2.63549	50	1.31836
4	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
4	Node1	256	netDeviceFace://	InData	0	0	0	0
4	Node1	256	netDeviceFace://	OutData	99.9996	103.416	50	51.709
4	Node1	256	netDeviceFace://	InSatisfiedInterests	99.9996	0	50	0
4	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node1	258	netDeviceFace://	InInterests	0	0	0	0
4	Node1	258	netDeviceFace://	OutInterests	99.9997	2.63549	50	1.31836
4	Node1	258	netDeviceFace://	InData	99.9996	103.416	50	51.709
4	Node1	258	netDeviceFace://	OutData	0	0	0	0
4	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node1	258	netDeviceFace://	OutSatisfiedInterests	99.9996	0	50	0
4	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node1	-1	all	SatisfiedInterests	99.9996	0	50	0
4	Node1	-1	all	TimedOutInterests	0	0	0	0
4	Node4	256	netDeviceFace://	InInterests	99.9997	2.63543	50	1.31836
4	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
4	Node4	256	netDeviceFace://	InData	0	0	0	0
4	Node4	256	netDeviceFace://	OutData	99.9996	103.416	50	51.709
4	Node4	256	netDeviceFace://	InSatisfiedInterests	99.9996	0	50	0
4	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node4	259	netDeviceFace://	InInterests	0	0	0	0
4	Node4	259	netDeviceFace://	OutInterests	99.9997	2.63543	50	1.31836
4	Node4	259	netDeviceFace://	InData	99.9996	103.416	50	51.709
4	Node4	259	netDeviceFace://	OutData	0	0	0	0
4	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node4	259	netDeviceFace://	OutSatisfiedInterests	99.9996	0	50	0
4	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node4	-1	all	SatisfiedInterests	99.9996	0	50	0
4	Node4	-1	all	TimedOutInterests	0	0	0	0
4	Node7	256	netDeviceFace://	InInterests	99.9997	2.63537	50	1.31836
4	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
4	Node7	256	netDeviceFace://	InData	0	0	0	0
4	Node7	256	netDeviceFace://	OutData	99.9996	103.416	50	51.709
4	Node7	256	netDeviceFace://	InSatisfiedInterests	99.9996	0	50	0
4	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4	Node7	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node7	258	netDeviceFace://	InInterests	0	0	0	0
4	Node7	258	netDeviceFace://	OutInterests	99.9997	2.63537	50	1.31836
4	Node7	258	netDeviceFace://	InData	99.9996	103.416	50	51.709
4	Node7	258	netDeviceFace://	OutData	0	0	0	0
4	Node7	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4	Node7	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node7	258	netDeviceFace://	OutSatisfiedInterests	99.9996	0	50	0
4	Node7	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node7	-1	all	SatisfiedInterests	99.9996	0	50	0
4	Node7	-1	all	TimedOutInterests	0	0	0	0
4	Node8	257	netDeviceFace://	InInterests	99.9997	2.6353	50	1.31836
4	Node8	257	netDeviceFace://	OutInterests	0	0	0	0
4	Node8	257	netDeviceFace://	InData	0	0	0	0
4	Node8	257	netDeviceFace://	OutData	99.9997	103.416	50	51.709
4	Node8	257	netDeviceFace://	InSatisfiedInterests	99.9997	0	50	0
4	Node8	257	netDeviceFace://	InTimedOutInterests	0	0	0	0
4	Node8	257	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4	Node8	257	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4	Node8	258	appFace://	InInterests	0	0	0	0
4	Node8	258	appFace://	OutInterests	99.9997	2.6353	50	1.31836
4	Node8	258	appFace://	InData	99.9997	103.416	50	51.709
4	Node8	258	appFace://	OutData	0	0	0	0
4	Node8	258	appFace://	InSatisfiedInterests	0	0	0	0
4	Node8	258	appFace://	InTimedOutInterests	0	0	0	0
4	Node8	258	appFace://	OutSatisfiedInterests	99.9997	0	50	0
4	Node8	258	appFace://	OutTimedOutInterests	0	0	0	0
4	Node8	-1	all	SatisfiedInterests	99.9997	0	50	0
4	Node8	-1	all	TimedOutInterests	0	0	0	0
4.5	Node0	256	netDeviceFace://	InInterests	0	0	0	0
4.5	Node0	256	netDeviceFace://	OutInterests	100	0	50	0
4.5	Node0	256	netDeviceFace://	InData	99.9999	103.418	50	51.709
4.5	Node0	256	netDeviceFace://	OutData	0	0	0	0
4.5	Node0	256	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4.5	Node0	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node0	256	netDeviceFace://	OutSatisfiedInterests	99.9999	0	50	0
4.5	Node0	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node0	258	appFace://	InInterests	100	2.6365	50	1.31836
4.5	Node0	258	appFace://	OutInterests	0	0	0	0
4.5	Node0	258	appFace://	InData	0	0	0	0
4.5	Node0	258	appFace://	OutData	99.9999	103.418	50	51.709
4.5	Node0	258	appFace://	InSatisfiedInterests	99.9999	0	50	0
4.5	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
4.5	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
4.5	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
4.5	Node0	-1	all	SatisfiedInterests	99.9999	0	50	0
4.5	Node0	-1	all	TimedOutInterests	0	0	0	0
4.5	Node1	256	netDeviceFace://	InInterests	99.9999	2.63647	50	1.31836
4.5	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
4.5	Node1	256	netDeviceFace://	InData	0	0	0	0
4.5	Node1	256	netDeviceFace://	OutData	99.9999	103.418	50	51.709
4.5	Node1	256	netDeviceFace://	InSatisfiedInterests	99.9999	0	50	0
4.5	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4.5	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node1	258	netDeviceFace://	InInterests	0	0	0	0
4.5	Node1	258	netDeviceFace://	OutInterests	99.9999	2.63647	50	1.31836
4.5	Node1	258	netDeviceFace://	InData	99.9999	103.418	50	51.709
4.5	Node1	258	netDeviceFace://	OutData	0	0	0	0
4.5	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4.5	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node1	258	netDeviceFace://	OutSatisfiedInterests	99.9999	0	50	0
4.5	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node1	-1	all	SatisfiedInterests	99.9999	0	50	0
4.5	Node1	-1	all	TimedOutInterests	0	0	0	0
4.5	Node4	256	netDeviceFace://	InInterests	99.9999	2.63646	50	1.31836
4.5	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
4.5	Node4	256	netDeviceFace://	InData	0	0	0	0
4.5	Node4	256	netDeviceFace://	OutData	99.9999	103.418	50	51.709
4.5	Node4	256	netDeviceFace://	InSatisfiedInterests	99.9999	0	50	0
4.5	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4.5	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node4	259	netDeviceFace://	InInterests	0	0	0	0
4.5	Node4	259	netDeviceFace://	OutInterests	99.9999	2.63646	50	1.31836
4.5	Node4	259	netDeviceFace://	InData	99.9999	103.418	50	51.709
4.5	Node4	259	netDeviceFace://	OutData	0	0	0	0
4.5	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4.5	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node4	259	netDeviceFace://	OutSatisfiedInterests	99.9999	0	50	0
4.5	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node4	-1	all	SatisfiedInterests	99.9999	0	50	0
4.5	Node4	-1	all	TimedOutInterests	0	0	0	0
4.5	Node7	256	netDeviceFace://	InInterests	99.9999	2.63645	50	1.31836
4.5	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
4.5	Node7	256	netDeviceFace://	InData	0	0	0	0
4.5	Node7	256	netDeviceFace://	OutData	99.9999	103.418	50	51.709
4.5	Node7	256	netDeviceFace://	InSatisfiedInterests	99.9999	0	50	0
4.5	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4.5	Node7	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node7	258	netDeviceFace://	InInterests	0	0	0	0
4.5	Node7	258	netDeviceFace://	OutInterests	99.9999	2.63645	50	1.31836
4.5	Node7	258	netDeviceFace://	InData	99.9999	103.418	50	51.709
4.5	Node7	258	netDeviceFace://	OutData	0	0	0	0
4.5	Node7	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
4.5	Node7	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node7	258	netDeviceFace://	OutSatisfiedInterests	99.9999	0	50	0
4.5	Node7	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node7	-1	all	SatisfiedInterests	99.9999	0	50	0
4.5	Node7	-1	all	TimedOutInterests	0	0	0	0
4.5	Node8	257	netDeviceFace://	InInterests	99.9999	2.63644	50	1.31836
4.5	Node8	257	netDeviceFace://	OutInterests	0	0	0	0
4.5	Node8	257	netDeviceFace://	InData	0	0	0	0
4.5	Node8	257	netDeviceFace://	OutData	99.9999	103.418	50	51.709
4.5	Node8	257	netDeviceFace://	InSatisfiedInterests	99.9999	0	50	0
4.5	Node8	257	netDeviceFace://	InTimedOutInterests	0	0	0	0
4.5	Node8	257	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
4.5	Node8	257	netDeviceFace://	OutTimedOutInterests	0	0	0	0
4.5	Node8	258	appFace://	InInterests	0	0	0	0
4.5	Node8	258	appFace://	OutInterests	99.9999	2.63644	50	1.31836
4.5	Node8	258	appFace://	InData	99.9999	103.418	50	51.709
4.5	Node8	258	appFace://	OutData	0	0	0	0
4.5	Node8	258	appFace://	InSatisfiedInterests	0	0	0	0
4.5	Node8	258	appFace://	InTimedOutInterests	0	0	0	0
4.5	Node8	258	appFace://	OutSatisfiedInterests	99.9999	0	50	0
4.5	Node8	258	appFace://	OutTimedOutInterests	0	0	0	0
4.5	Node8	-1	all	SatisfiedInterests	99.9999	0	50	0
4.5	Node8	-1	all	TimedOutInterests	0	0	0	0
5	Node0	256	netDeviceFace://	InInterests	0	0	0	0
5	Node0	256	netDeviceFace://	OutInterests	100	0	50	0
5	Node0	256	netDeviceFace://	InData	100	103.418	50	51.709
5	Node0	256	netDeviceFace://	OutData	0	0	0	0
5	Node0	256	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5	Node0	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node0	256	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5	Node0	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node0	258	appFace://	InInterests	100	2.63667	50	1.31836
5	Node0	258	appFace://	OutInterests	0	0	0	0
5	Node0	258	appFace://	InData	0	0	0	0
5	Node0	258	appFace://	OutData	100	103.418	50	51.709
5	Node0	258	appFace://	InSatisfiedInterests	100	0	50	0
5	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
5	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
5	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
5	Node0	-1	all	SatisfiedInterests	100	0	50	0
5	Node0	-1	all	TimedOutInterests	0	0	0	0
5	Node1	256	netDeviceFace://	InInterests	100	2.63667	50	1.31836
5	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
5	Node1	256	netDeviceFace://	InData	0	0	0	0
5	Node1	256	netDeviceFace://	OutData	100	103.418	50	51.709
5	Node1	256	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node1	258	netDeviceFace://	InInterests	0	0	0	0
5	Node1	258	netDeviceFace://	OutInterests	100	2.63667	50	1.31836
5	Node1	258	netDeviceFace://	InData	100	103.418	50	51.709
5	Node1	258	netDeviceFace://	OutData	0	0	0	0
5	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node1	258	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node1	-1	all	SatisfiedInterests	100	0	50	0
5	Node1	-1	all	TimedOutInterests	0	0	0	0
5	Node4	256	netDeviceFace://	InInterests	100	2.63667	50	1.31836
5	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
5	Node4	256	netDeviceFace://	InData	0	0	0	0
5	Node4	256	netDeviceFace://	OutData	100	103.418	50	51.709
5	Node4	256	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node4	259	netDeviceFace://	InInterests	0	0	0	0
5	Node4	259	netDeviceFace://	OutInterests	100	2.63667	50	1.31836
5	Node4	259	netDeviceFace://	InData	100	103.418	50	51.709
5	Node4	259	netDeviceFace://	OutData	0	0	0	0
5	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node4	259	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node4	-1	all	SatisfiedInterests	100	0	50	0
5	Node4	-1	all	TimedOutInterests	0	0	0	0
5	Node7	256	netDeviceFace://	InInterests	100	2.63666	50	1.31836
5	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
5	Node7	256	netDeviceFace://	InData	0	0	0	0
5	Node7	256	netDeviceFace://	OutData	100	103.418	50	51.709
5	Node7	256	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5	Node7	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node7	258	netDeviceFace://	InInterests	0	0	0	0
5	Node7	258	netDeviceFace://	OutInterests	100	2.63666	50	1.31836
5	Node7	258	netDeviceFace://	InData	100	103.418	50	51.709
5	Node7	258	netDeviceFace://	OutData	0	0	0	0
5	Node7	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5	Node7	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node7	258	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5	Node7	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node7	-1	all	SatisfiedInterests	100	0	50	0
5	Node7	-1	all	TimedOutInterests	0	0	0	0
5	Node8	257	netDeviceFace://	InInterests	100	2.63666	50	1.31836
5	Node8	257	netDeviceFace://	OutInterests	0	0	0	0
5	Node8	257	netDeviceFace://	InData	0	0	0	0
5	Node8	257	netDeviceFace://	OutData	100	103.418	50	51.709
5	Node8	257	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5	Node8	257	netDeviceFace://	InTimedOutInterests	0	0	0	0
5	Node8	257	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5	Node8	257	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5	Node8	258	appFace://	InInterests	0	0	0	0
5	Node8	258	appFace://	OutInterests	100	2.63666	50	1.31836
5	Node8	258	appFace://	InData	100	103.418	50	51.709
5	Node8	258	appFace://	OutData	0	0	0	0
5	Node8	258	appFace://	InSatisfiedInterests	0	0	0	0
5	Node8	258	appFace://	InTimedOutInterests	0	0	0	0
5	Node8	258	appFace://	OutSatisfiedInterests	100	0	50	0
5	Node8	258	appFace://	OutTimedOutInterests	0	0	0	0
5	Node8	-1	all	SatisfiedInterests	100	0	50	0
5	Node8	-1	all	TimedOutInterests	0	0	0	0
5.5	Node0	256	netDeviceFace://	InInterests	0	0	0	0
5.5	Node0	256	netDeviceFace://	OutInterests	100	0	50	0
5.5	Node0	256	netDeviceFace://	InData	100	103.418	50	51.709
5.5	Node0	256	netDeviceFace://	OutData	0	0	0	0
5.5	Node0	256	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5.5	Node0	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node0	256	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5.5	Node0	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node0	258	appFace://	InInterests	100	2.63671	50	1.31836
5.5	Node0	258	appFace://	OutInterests	0	0	0	0
5.5	Node0	258	appFace://	InData	0	0	0	0
5.5	Node0	258	appFace://	OutData	100	103.418	50	51.709
5.5	Node0	258	appFace://	InSatisfiedInterests	100	0	50	0
5.5	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
5.5	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
5.5	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
5.5	Node0	-1	all	SatisfiedInterests	100	0	50	0
5.5	Node0	-1	all	TimedOutInterests	0	0	0	0
5.5	Node1	256	netDeviceFace://	InInterests	100	2.63671	50	1.31836
5.5	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
5.5	Node1	256	netDeviceFace://	InData	0	0	0	0
5.5	Node1	256	netDeviceFace://	OutData	100	103.418	50	51.709
5.5	Node1	256	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5.5	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5.5	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node1	258	netDeviceFace://	InInterests	0	0	0	0
5.5	Node1	258	netDeviceFace://	OutInterests	100	2.63671	50	1.31836
5.5	Node1	258	netDeviceFace://	InData	100	103.418	50	51.709
5.5	Node1	258	netDeviceFace://	OutData	0	0	0	0
5.5	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5.5	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node1	258	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5.5	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node1	-1	all	SatisfiedInterests	100	0	50	0
5.5	Node1	-1	all	TimedOutInterests	0	0	0	0
5.5	Node4	256	netDeviceFace://	InInterests	100	2.63671	50	1.31836
5.5	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
5.5	Node4	256	netDeviceFace://	InData	0	0	0	0
5.5	Node4	256	netDeviceFace://	OutData	100	103.418	50	51.709
5.5	Node4	256	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5.5	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5.5	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node4	259	netDeviceFace://	InInterests	0	0	0	0
5.5	Node4	259	netDeviceFace://	OutInterests	100	2.63671	50	1.31836
5.5	Node4	259	netDeviceFace://	InData	100	103.418	50	51.709
5.5	Node4	259	netDeviceFace://	OutData	0	0	0	0
5.5	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5.5	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node4	259	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5.5	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node4	-1	all	SatisfiedInterests	100	0	50	0
5.5	Node4	-1	all	TimedOutInterests	0	0	0	0
5.5	Node7	256	netDeviceFace://	InInterests	100	2.63671	50	1.31836
5.5	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
5.5	Node7	256	netDeviceFace://	InData	0	0	0	0
5.5	Node7	256	netDeviceFace://	OutData	100	103.418	50	51.709
5.5	Node7	256	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5.5	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5.5	Node7	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node7	258	netDeviceFace://	InInterests	0	0	0	0
5.5	Node7	258	netDeviceFace://	OutInterests	100	2.63671	50	1.31836
5.5	Node7	258	netDeviceFace://	InData	100	103.418	50	51.709
5.5	Node7	258	netDeviceFace://	OutData	0	0	0	0
5.5	Node7	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
5.5	Node7	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node7	258	netDeviceFace://	OutSatisfiedInterests	100	0	50	0
5.5	Node7	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node7	-1	all	SatisfiedInterests	100	0	50	0
5.5	Node7	-1	all	TimedOutInterests	0	0	0	0
5.5	Node8	257	netDeviceFace://	InInterests	100	2.63671	50	1.31836
5.5	Node8	257	netDeviceFace://	OutInterests	0	0	0	0
5.5	Node8	257	netDeviceFace://	InData	0	0	0	0
5.5	Node8	257	netDeviceFace://	OutData	100	103.418	50	51.709
5.5	Node8	257	netDeviceFace://	InSatisfiedInterests	100	0	50	0
5.5	Node8	257	netDeviceFace://	InTimedOutInterests	0	0	0	0
5.5	Node8	257	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
5.5	Node8	257	netDeviceFace://	OutTimedOutInterests	0	0	0	0
5.5	Node8	258	appFace://	InInterests	0	0	0	0
5.5	Node8	258	appFace://	OutInterests	100	2.63671	50	1.31836
5.5	Node8	258	appFace://	InData	100	103.418	50	51.709
5.5	Node8	258	appFace://	OutData	0	0	0	0
5.5	Node8	258	appFace://	InSatisfiedInterests	0	0	0	0
5.5	Node8	258	appFace://	InTimedOutInterests	0	0	0	0
5.5	Node8	258	appFace://	OutSatisfiedInterests	100	0	50	0
5.5	Node8	258	appFace://	OutTimedOutInterests	0	0	0	0
5.5	Node8	-1	all	SatisfiedInterests	100	0	50	0
5.5	Node8	-1	all	TimedOutInterests	0	0	0	0
