Time	Node	AppId	Type	Name	Seqno	HopCount
0	C	257	C_Interest	/prefix/%FE%01	1	0
0	P	257	P_GData	/prefix	1	0
0.0148184	P	257	P_GData	/prefix	2	0
0.150067	P	257	P_Interest	/prefix/%FE%01	1	-1
0.150067	P	257	P_Data	/prefix/%FE%01	1	0
0.3	C	257	C_Interest	/prefix/%FE%01	1	0
0.302611	C	257	C_Data	/prefix/%FE%01	1	3
0.302611	C	257	C_Interest	/prefix/%FE%02	2	0
0.452678	P	257	P_Interest	/prefix/%FE%02	2	-1
0.452678	P	257	P_Data	/prefix/%FE%02	2	0
0.602611	C	257	C_Interest	/prefix/%FE%02	2	0
0.605222	C	257	C_Data	/prefix/%FE%02	2	3
0.605222	C	257	C_Interest	/prefix/%FE%03	3	0
0.75529	P	257	P_Interest	/prefix/%FE%03	3	-1
0.905222	C	257	C_Interest	/prefix/%FE%03	3	0
1.0901	P	257	P_GData	/prefix	3	0
1.20522	C	257	C_Interest	/prefix/%FE%03	3	0
1.35529	P	257	P_Interest	/prefix/%FE%03	3	-1
1.35529	P	257	P_Data	/prefix/%FE%03	3	0
1.50522	C	257	C_Interest	/prefix/%FE%03	3	0
1.50783	C	257	C_Data	/prefix/%FE%03	3	3
1.50783	C	257	C_Interest	/prefix/%FE%04	4	0
1.6579	P	257	P_Interest	/prefix/%FE%04	4	-1
1.80783	C	257	C_Interest	/prefix/%FE%04	4	0
1.9579	P	257	P_Interest	/prefix/%FE%04	4	-1
2.10783	C	257	C_Interest	/prefix/%FE%04	4	0
2.2579	P	257	P_Interest	/prefix/%FE%04	4	-1
2.40783	C	257	C_Interest	/prefix/%FE%04	4	0
2.5579	P	257	P_Interest	/prefix/%FE%04	4	-1
2.70783	C	257	C_Interest	/prefix/%FE%04	4	0
3.00783	C	257	C_Interest	/prefix/%FE%04	4	0
3.13973	P	257	P_GData	/prefix	4	0
3.1579	P	257	P_Interest	/prefix/%FE%04	4	-1
3.1579	P	257	P_Data	/prefix/%FE%04	4	0
3.30783	C	257	C_Interest	/prefix/%FE%04	4	0
3.31044	C	257	C_Data	/prefix/%FE%04	4	3
3.31044	C	257	C_Interest	/prefix/%FE%05	5	0
3.46051	P	257	P_Interest	/prefix/%FE%05	5	-1
3.61044	C	257	C_Interest	/prefix/%FE%05	5	0
3.76051	P	257	P_Interest	/prefix/%FE%05	5	-1
3.91044	C	257	C_Interest	/prefix/%FE%05	5	0
4.06051	P	257	P_Interest	/prefix/%FE%05	5	-1
4.21044	C	257	C_Interest	/prefix/%FE%05	5	0
4.36051	P	257	P_Interest	/prefix/%FE%05	5	-1
4.51044	C	257	C_Interest	/prefix/%FE%05	5	0
4.66051	P	257	P_Interest	/prefix/%FE%05	5	-1
4.81044	C	257	C_Interest	/prefix/%FE%05	5	0
4.96051	P	257	P_Interest	/prefix/%FE%05	5	-1
5.11044	C	257	C_Interest	/prefix/%FE%05	5	0
5.26051	P	257	P_Interest	/prefix/%FE%05	5	-1
5.41044	C	257	C_Interest	/prefix/%FE%05	5	0
5.56051	P	257	P_Interest	/prefix/%FE%05	5	-1
5.61626	P	257	P_GData	/prefix	5	0
5.71044	C	257	C_Interest	/prefix/%FE%05	5	0
5.7961	P	257	P_GData	/prefix	6	0
5.86051	P	257	P_Interest	/prefix/%FE%05	5	-1
5.86051	P	257	P_Data	/prefix/%FE%05	5	0
6.01044	C	257	C_Interest	/prefix/%FE%05	5	0
6.01306	C	257	C_Data	/prefix/%FE%05	5	3
6.01306	C	257	C_Interest	/prefix/%FE%06	6	0
6.16312	P	257	P_Interest	/prefix/%FE%06	6	-1
6.16312	P	257	P_Data	/prefix/%FE%06	6	0
6.31306	C	257	C_Interest	/prefix/%FE%06	6	0
6.31567	C	257	C_Data	/prefix/%FE%06	6	3
6.31567	C	257	C_Interest	/prefix/%FE%07	7	0
6.46573	P	257	P_Interest	/prefix/%FE%07	7	-1
6.61567	C	257	C_Interest	/prefix/%FE%07	7	0
6.76573	P	257	P_Interest	/prefix/%FE%07	7	-1
6.91567	C	257	C_Interest	/prefix/%FE%07	7	0
7.06573	P	257	P_Interest	/prefix/%FE%07	7	-1
7.21567	C	257	C_Interest	/prefix/%FE%07	7	0
7.51567	C	257	C_Interest	/prefix/%FE%07	7	0
7.66573	P	257	P_Interest	/prefix/%FE%07	7	-1
7.74208	P	257	P_GData	/prefix	7	0
7.81567	C	257	C_Interest	/prefix/%FE%07	7	0
8.11567	C	257	C_Interest	/prefix/%FE%07	7	0
8.26573	P	257	P_Interest	/prefix/%FE%07	7	-1
8.26573	P	257	P_Data	/prefix/%FE%07	7	0
8.41567	C	257	C_Interest	/prefix/%FE%07	7	0
8.54655	P	257	P_GData	/prefix	8	0
8.71567	C	257	C_Interest	/prefix/%FE%07	7	0
8.91741	C	257	C_Data	/prefix/%FE%07	7	3
8.91741	C	257	C_Interest	/prefix/%FE%08	8	0
9.06748	P	257	P_Interest	/prefix/%FE%08	8	-1
9.06748	P	257	P_Data	/prefix/%FE%08	8	0
9.21741	C	257	C_Interest	/prefix/%FE%08	8	0
9.22002	C	257	C_Data	/prefix/%FE%08	8	3
9.22002	C	257	C_Interest	/prefix/%FE%09	9	0
9.37009	P	257	P_Interest	/prefix/%FE%09	9	-1
9.4864	P	257	P_GData	/prefix	9	0
9.52002	C	257	C_Interest	/prefix/%FE%09	9	0
9.67009	P	257	P_Interest	/prefix/%FE%09	9	-1
9.67009	P	257	P_Data	/prefix/%FE%09	9	0
9.82002	C	257	C_Interest	/prefix/%FE%09	9	0
9.82263	C	257	C_Data	/prefix/%FE%09	9	3
9.82263	C	257	C_Interest	/prefix/%FE%0A	10	0
9.9727	P	257	P_Interest	/prefix/%FE%0A	10	-1
10.1226	C	257	C_Interest	/prefix/%FE%0A	10	0
10.2727	P	257	P_Interest	/prefix/%FE%0A	10	-1
10.4226	C	257	C_Interest	/prefix/%FE%0A	10	0
10.5086	P	257	P_GData	/prefix	10	0
10.5727	P	257	P_Interest	/prefix/%FE%0A	10	-1
10.5727	P	257	P_Data	/prefix/%FE%0A	10	0
10.7226	C	257	C_Interest	/prefix/%FE%0A	10	0
10.7252	C	257	C_Data	/prefix/%FE%0A	10	3
10.7252	C	257	C_Interest	/prefix/%FE%0B	11	0
10.8753	P	257	P_Interest	/prefix/%FE%0B	11	-1
11.0252	C	257	C_Interest	/prefix/%FE%0B	11	0
11.1753	P	257	P_Interest	/prefix/%FE%0B	11	-1
11.3252	C	257	C_Interest	/prefix/%FE%0B	11	0
11.4098	P	257	P_GData	/prefix	11	0
11.4753	P	257	P_Interest	/prefix/%FE%0B	11	-1
11.4753	P	257	P_Data	/prefix/%FE%0B	11	0
11.6252	C	257	C_Interest	/prefix/%FE%0B	11	0
11.6279	C	257	C_Data	/prefix/%FE%0B	11	3
11.6279	C	257	C_Interest	/prefix/%FE%0C	12	0
11.9279	C	257	C_Interest	/prefix/%FE%0C	12	0
12.0779	P	257	P_Interest	/prefix/%FE%0C	12	-1
12.2279	C	257	C_Interest	/prefix/%FE%0C	12	0
12.3541	P	257	P_GData	/prefix	12	0
12.3779	P	257	P_Interest	/prefix/%FE%0C	12	-1
12.3779	P	257	P_Data	/prefix/%FE%0C	12	0
12.5279	C	257	C_Interest	/prefix/%FE%0C	12	0
12.5305	C	257	C_Data	/prefix/%FE%0C	12	3
12.5305	C	257	C_Interest	/prefix/%FE%0D	13	0
12.6805	P	257	P_Interest	/prefix/%FE%0D	13	-1
12.8305	C	257	C_Interest	/prefix/%FE%0D	13	0
12.9805	P	257	P_Interest	/prefix/%FE%0D	13	-1
13.1305	C	257	C_Interest	/prefix/%FE%0D	13	0
13.2805	P	257	P_Interest	/prefix/%FE%0D	13	-1
13.3111	P	257	P_GData	/prefix	13	0
13.3664	P	257	P_GData	/prefix	14	0
13.4305	C	257	C_Interest	/prefix/%FE%0D	13	0
13.5805	P	257	P_Interest	/prefix/%FE%0D	13	-1
13.5805	P	257	P_Data	/prefix/%FE%0D	13	0
13.7305	C	257	C_Interest	/prefix/%FE%0D	13	0
13.7331	C	257	C_Data	/prefix/%FE%0D	13	3
13.7331	C	257	C_Interest	/prefix/%FE%0E	14	0
13.8831	P	257	P_Interest	/prefix/%FE%0E	14	-1
13.8831	P	257	P_Data	/prefix/%FE%0E	14	0
14.0331	C	257	C_Interest	/prefix/%FE%0E	14	0
14.2348	C	257	C_Data	/prefix/%FE%0E	14	3
14.2348	C	257	C_Interest	/prefix/%FE%0F	15	0
14.3849	P	257	P_Interest	/prefix/%FE%0F	15	-1
14.5348	C	257	C_Interest	/prefix/%FE%0F	15	0
14.6114	P	257	P_GData	/prefix	15	0
14.6849	P	257	P_Interest	/prefix/%FE%0F	15	-1
14.6849	P	257	P_Data	/prefix/%FE%0F	15	0
14.7273	P	257	P_GData	/prefix	16	0
14.8348	C	257	C_Interest	/prefix/%FE%0F	15	0
14.8374	C	257	C_Data	/prefix/%FE%0F	15	3
14.8374	C	257	C_Interest	/prefix/%FE%10	16	0
14.9875	P	257	P_Interest	/prefix/%FE%10	16	-1
14.9875	P	257	P_Data	/prefix/%FE%10	16	0
15.1374	C	257	C_Interest	/prefix/%FE%10	16	0
15.14	C	257	C_Data	/prefix/%FE%10	16	3
15.14	C	257	C_Interest	/prefix/%FE%11	17	0
15.2089	P	257	P_GData	/prefix	17	0
15.44	C	257	C_Interest	/prefix/%FE%11	17	0
15.5901	P	257	P_Interest	/prefix/%FE%11	17	-1
15.5901	P	257	P_Data	/prefix/%FE%11	17	0
15.609	P	257	P_GData	/prefix	18	0
15.74	C	257	C_Interest	/prefix/%FE%11	17	0
15.9418	C	257	C_Data	/prefix/%FE%11	17	3
15.9418	C	257	C_Interest	/prefix/%FE%12	18	0
16.0918	P	257	P_Interest	/prefix/%FE%12	18	-1
16.0918	P	257	P_Data	/prefix/%FE%12	18	0
16.2418	C	257	C_Interest	/prefix/%FE%12	18	0
16.2444	C	257	C_Data	/prefix/%FE%12	18	3
16.2444	C	257	C_Interest	/prefix/%FE%13	19	0
16.3945	P	257	P_Interest	/prefix/%FE%13	19	-1
